sim_time,gt_x,gt_y,gt_yaw,left_wheel_pos,right_wheel_pos,root_lin_vel_x,root_ang_vel_z
0.0,0.0005503268912434578,-7.829454261809587e-06,-2.2099793568486348e-06,0.008184057660400867,0.013172302395105362,0.03918267413973808,-0.00037583429366350174
0.016666666666666666,0.0015775859355926514,-8.369737770408392e-06,-8.185654223780148e-06,0.018789971247315407,0.025661183521151543,0.0797564908862114,0.012704860419034958
0.03333333333333333,0.003157617524266243,-8.327886462211609e-06,-9.810734809434507e-06,0.03503522649407387,0.04184465855360031,0.10874360799789429,0.004504638724029064
0.05,0.005158775486052036,-8.388422429561615e-06,-8.258186426246539e-06,0.05538640543818474,0.062255289405584335,0.1303853690624237,0.0015819353284314275
0.06666666666666667,0.007483269087970257,-8.434290066361427e-06,-8.510765837854706e-06,0.0791136771440506,0.08601110428571701,0.1475849449634552,0.0010541001101955771
0.08333333333333333,0.010056869126856327,-8.485047146677971e-06,-8.441265890724026e-06,0.10540389269590378,0.11227242648601532,0.1605888456106186,0.0007205755682662129
0.1,0.01282045803964138,-8.57905251905322e-06,-9.077779395738617e-06,0.13360922038555145,0.14049406349658966,0.1705106496810913,0.0005956826498731971
0.11666666666666667,0.01572948321700096,-8.671660907566547e-06,-9.2935861175647e-06,0.16331055760383606,0.17018727958202362,0.1780959963798523,0.0004269701603334397
0.13333333333333333,0.01874944195151329,-8.730916306376457e-06,-9.223214874509722e-06,0.1941399872303009,0.20101726055145264,0.1838916689157486,0.00035649092751555145
0.15,0.021854255348443985,-8.840055670589209e-06,-9.27398468775209e-06,0.22583293914794922,0.23271530866622925,0.1883147805929184,0.0003042824100703001
0.16666666666666666,0.025023991242051125,-8.875736966729164e-06,-9.432344995730091e-06,0.25819575786590576,0.2650674283504486,0.19170419871807098,0.0001825823710532859
0.18333333333333332,0.02824307605624199,-8.86659836396575e-06,-9.718451110529713e-06,0.29104945063591003,0.2979360520839691,0.1942860633134842,0.0001108232609112747
0.2,0.031500209122896194,-8.882023394107819e-06,-9.432782462681644e-06,0.3243076801300049,0.3311763405799866,0.19627517461776733,1.8693772290134802e-05
0.21666666666666667,0.03478611633181572,-8.95658740773797e-06,-9.684965334599838e-06,0.35784199833869934,0.36472979187965393,0.19777131080627441,8.538507245248184e-05
0.23333333333333334,0.03809414803981781,-8.987903129309416e-06,-9.242869964509737e-06,0.3916208744049072,0.39848777651786804,0.19892902672290802,0.00014718544844072312
0.25,0.041418928653001785,-8.978939149528742e-06,-9.664198842074256e-06,0.4255496561527252,0.4324416220188141,0.19980290532112122,-2.5707036911626346e-05
0.26666666666666666,0.0447566881775856,-9.091512765735388e-06,-8.9422392193228e-06,0.45963478088378906,0.46650147438049316,0.2004798948764801,-4.33196073572617e-05
0.2833333333333333,0.04810402914881706,-9.052688255906105e-06,-1.055168377206428e-05,0.49379414319992065,0.5006837248802185,0.20098046958446503,6.009387652738951e-05
0.3,0.05145903676748276,-9.095645509660244e-06,-1.0504153578949627e-05,0.528057336807251,0.5349195003509521,0.20138362050056458,3.3697072012728313e-06
0.31666666666666665,0.05481971800327301,-9.173061698675156e-06,-1.0460847988724709e-05,0.5623518824577332,0.5692398548126221,0.20167310535907745,6.105919601395726e-05
0.3333333333333333,0.0581849180161953,-9.21677565202117e-06,-9.862289516604505e-06,0.5967161059379578,0.6035799384117126,0.2019100785255432,7.529847789555788e-05
