timestamp_s,elapsed_s,event,key_code,command_linear_mps,command_angular_rps,target_left_wheel_mps,target_right_wheel_mps,seq,mcu_time_ms,dt_us,current_linear_mps,current_angular_rps,odom_x_m,odom_y_m,odom_heading_rad,left_encoder_delta,right_encoder_delta,left_wheel_rps,right_wheel_rps,left_pwm,right_pwm,sonar_distance_cm,flags,packet_hex,rx_bytes
1788458802.953446,3.118167,rx,-1,0.000000,0.000000,0.000000,0.000000,15,401,25004,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,0,,0
1788458803.042463,3.207230,rx,-1,0.000000,0.000000,0.000000,0.000000,16,425,24996,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,0,,0
1788458803.042552,3.207330,rx,-1,0.000000,0.000000,0.000000,0.000000,17,450,24992,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,0,,0
1788458803.042602,3.207380,rx,-1,0.000000,0.000000,0.000000,0.000000,18,476,25016,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,0,,0
1788458803.042646,3.207424,rx,-1,0.000000,0.000000,0.000000,0.000000,19,500,24964,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,0,,0
1788458803.042690,3.207468,rx,-1,0.000000,0.000000,0.000000,0.000000,20,525,25000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,2,,0
1788458803.042733,3.207511,rx,-1,0.000000,0.000000,0.000000,0.000000,21,550,25004,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,2,,0
1788458803.042776,3.207554,rx,-1,0.000000,0.000000,0.000000,0.000000,22,575,25000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,2,,0
1788458803.042818,3.207596,rx,-1,0.000000,0.000000,0.000000,0.000000,23,601,25012,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,2,,0
1788458803.042861,3.207639,rx,-1,0.000000,0.000000,0.000000,0.000000,24,625,24980,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,-1,2,,0
